date,pm10,pm2_5,carbon_monoxide,carbon_dioxide,uv_index,eu_aqi
2024-11-28 13:00:00+00:00,11.6,8.5,184.0,449.0,0.25,33.425
2024-11-28 14:00:00+00:00,13.8,10.9,204.0,450.0,0.1,32.600002
2024-11-28 15:00:00+00:00,16.2,11.6,204.0,452.0,0.0,31.983335
2024-11-28 16:00:00+00:00,18.4,16.1,250.0,455.0,0.0,31.408333
2024-11-28 17:00:00+00:00,22.2,19.8,288.0,458.0,0.0,31.01667
2024-11-28 18:00:00+00:00,25.4,22.9,315.0,461.0,0.0,30.633333
2024-11-28 19:00:00+00:00,27.9,25.6,296.0,465.0,0.0,30.183334
2024-11-28 20:00:00+00:00,28.0,25.7,335.0,470.0,0.0,29.641668
2024-11-28 21:00:00+00:00,29.2,27.9,337.0,471.0,0.0,29.599998
2024-11-28 22:00:00+00:00,26.8,24.7,315.0,467.0,0.0,29.791664
2024-11-28 23:00:00+00:00,21.1,19.6,271.0,459.0,0.0,30.358335
2024-11-29 00:00:00+00:00,17.1,15.6,239.0,453.0,0.0,30.775002
2024-11-29 01:00:00+00:00,12.8,12.4,199.0,450.0,0.0,30.941668
2024-11-29 02:00:00+00:00,12.3,11.2,174.0,449.0,0.0,31.075003
2024-11-29 03:00:00+00:00,8.3,7.6,163.0,448.0,0.0,31.133337
2024-11-29 04:00:00+00:00,5.4,4.4,156.0,449.0,0.0,30.925003
2024-11-29 05:00:00+00:00,5.4,4.4,162.0,451.0,0.0,30.36667
2024-11-29 06:00:00+00:00,6.8,5.3,173.0,452.0,0.0,29.733335
2024-11-29 07:00:00+00:00,7.4,5.7,171.0,449.0,0.1,29.174997
2024-11-29 08:00:00+00:00,7.2,5.3,169.0,445.0,0.4,28.566666
2024-11-29 09:00:00+00:00,5.3,3.6,166.0,442.0,0.75,27.824997
2024-11-29 10:00:00+00:00,3.5,2.6,162.0,441.0,1.0,26.966665
2024-11-29 11:00:00+00:00,2.9,2.1,163.0,441.0,1.05,26.033333
2024-11-29 12:00:00+00:00,2.8,2.3,163.0,442.0,0.75,25.225
2024-11-29 13:00:00+00:00,2.9,2.2,163.0,443.0,0.35,24.649998
2024-11-29 14:00:00+00:00,2.9,2.4,166.0,444.0,0.15,24.125
2024-11-29 15:00:00+00:00,3.7,3.0,176.0,445.0,0.0,23.416668
2024-11-29 16:00:00+00:00,5.1,3.9,187.0,446.0,0.0,22.7
2024-11-29 17:00:00+00:00,6.1,4.8,198.0,447.0,0.0,21.683334
2024-11-29 18:00:00+00:00,7.4,5.3,211.0,448.0,0.0,20.433334
2024-11-29 19:00:00+00:00,7.7,5.9,214.0,449.0,0.0,18.966667
2024-11-29 20:00:00+00:00,7.1,6.4,213.0,449.0,0.0,17.325
2024-11-29 21:00:00+00:00,7.4,6.8,209.0,449.0,0.0,17.6
2024-11-29 22:00:00+00:00,6.2,5.5,197.0,449.0,0.0,17.6
2024-11-29 23:00:00+00:00,5.4,4.7,184.0,448.0,0.0,18.4
2024-11-30 00:00:00+00:00,5.2,4.5,185.0,448.0,0.0,18.0
2024-11-30 01:00:00+00:00,4.8,4.4,186.0,448.0,0.0,18.4
2024-11-30 02:00:00+00:00,5.6,4.7,187.0,448.0,0.0,18.0
2024-11-30 03:00:00+00:00,5.9,5.2,190.0,448.0,0.0,17.6
2024-11-30 04:00:00+00:00,6.6,5.6,193.0,448.0,0.0,16.8
2024-11-30 05:00:00+00:00,7.1,6.1,198.0,449.0,0.0,16.4
2024-11-30 06:00:00+00:00,7.8,6.8,202.0,449.0,0.0,16.0
2024-11-30 07:00:00+00:00,8.4,7.5,204.0,448.0,0.05,15.2
2024-11-30 08:00:00+00:00,8.8,7.8,199.0,447.0,0.2,14.8
2024-11-30 09:00:00+00:00,8.4,7.7,206.0,446.0,0.3,15.2
2024-11-30 10:00:00+00:00,8.5,7.6,206.0,446.0,0.45,15.599999
2024-11-30 11:00:00+00:00,8.8,7.7,211.0,446.0,0.5,16.4
2024-11-30 12:00:00+00:00,8.7,7.6,211.0,446.0,0.75,18.0
2024-11-30 13:00:00+00:00,9.3,8.3,213.0,446.0,0.45,18.0
2024-11-30 14:00:00+00:00,9.1,8.3,214.0,447.0,0.15,17.6
2024-11-30 15:00:00+00:00,10.6,9.9,218.0,448.0,0.0,16.0
2024-11-30 16:00:00+00:00,13.6,12.5,227.0,450.0,0.0,15.2
2024-11-30 17:00:00+00:00,18.0,16.1,250.0,453.0,0.0,13.466665
2024-11-30 18:00:00+00:00,22.3,17.9,274.0,455.0,0.0,14.408333
2024-11-30 19:00:00+00:00,23.6,19.4,285.0,456.0,0.0,15.458332
2024-11-30 20:00:00+00:00,23.8,20.0,294.0,455.0,0.0,16.583332
2024-11-30 21:00:00+00:00,22.7,20.6,283.0,455.0,0.0,17.716665
2024-11-30 22:00:00+00:00,19.6,17.5,252.0,454.0,0.0,18.866667
2024-11-30 23:00:00+00:00,16.5,15.1,235.0,453.0,0.0,19.866667
2024-12-01 00:00:00+00:00,15.1,13.7,222.0,452.0,0.0,20.733334
2024-12-01 01:00:00+00:00,13.1,12.3,218.0,451.0,0.0,21.5
2024-12-01 02:00:00+00:00,12.3,11.3,211.0,451.0,0.0,22.158333
2024-12-01 03:00:00+00:00,11.5,10.9,207.0,451.0,0.0,22.708336
2024-12-01 04:00:00+00:00,12.1,11.6,207.0,452.0,0.0,23.18333
2024-12-01 05:00:00+00:00,13.6,13.1,209.0,453.0,0.0,23.683334
2024-12-01 06:00:00+00:00,14.4,13.0,211.0,454.0,0.0,24.266666
2024-12-01 07:00:00+00:00,14.9,13.3,210.0,453.0,0.1,24.783335
2024-12-01 08:00:00+00:00,15.2,13.5,213.0,451.0,0.25,25.266665
2024-12-01 09:00:00+00:00,13.1,11.1,212.0,450.0,0.45,25.741669
2024-12-01 10:00:00+00:00,11.2,10.6,226.0,449.0,0.65,26.025002
2024-12-01 11:00:00+00:00,10.1,9.3,214.0,448.0,0.75,26.275002
2024-12-01 12:00:00+00:00,10.3,8.8,200.0,448.0,0.75,26.408333
2024-12-01 13:00:00+00:00,10.8,9.4,201.0,449.0,0.4,26.508333
2024-12-01 14:00:00+00:00,12.9,11.6,210.0,451.0,0.15,26.6
2024-12-01 15:00:00+00:00,17.2,14.4,217.0,453.0,0.0,26.875
2024-12-01 16:00:00+00:00,24.2,20.5,244.0,456.0,0.0,27.25
2024-12-01 17:00:00+00:00,27.2,21.5,291.0,460.0,0.0,27.916664
2024-12-01 18:00:00+00:00,30.3,25.5,296.0,463.0,0.0,28.366669
2024-12-01 19:00:00+00:00,35.2,32.7,285.0,463.0,0.0,29.0
2024-12-01 20:00:00+00:00,34.7,31.8,302.0,462.0,0.0,30.108337
2024-12-01 21:00:00+00:00,31.7,29.3,282.0,461.0,0.0,31.09167
2024-12-01 22:00:00+00:00,27.9,26.5,255.0,460.0,0.0,31.816666
2024-12-01 23:00:00+00:00,24.1,21.1,224.0,459.0,0.0,32.566666
2024-12-02 00:00:00+00:00,22.3,18.4,220.0,458.0,0.0,33.066666
2024-12-02 01:00:00+00:00,21.9,18.7,213.0,458.0,0.0,33.458332
2024-12-02 02:00:00+00:00,19.5,17.5,203.0,460.0,0.0,33.991665
2024-12-02 03:00:00+00:00,18.0,15.6,189.0,461.0,0.0,34.50833
2024-12-02 04:00:00+00:00,16.7,13.3,181.0,463.0,0.0,34.899998
2024-12-02 05:00:00+00:00,18.0,14.4,189.0,466.0,0.0,35.041668
2024-12-02 06:00:00+00:00,19.0,15.2,197.0,466.0,0.0,35.149998
2024-12-02 07:00:00+00:00,20.1,16.1,220.0,462.0,0.1,35.333332
2024-12-02 08:00:00+00:00,22.9,18.3,220.0,457.0,0.35,35.56667
2024-12-02 09:00:00+00:00,20.6,17.7,214.0,452.0,0.7,35.966667
2024-12-02 10:00:00+00:00,14.5,14.3,217.0,450.0,1.0,36.516666
2024-12-02 11:00:00+00:00,12.3,11.5,212.0,448.0,1.05,36.825
2024-12-02 12:00:00+00:00,13.5,11.3,213.0,448.0,0.8,37.008335
2024-12-02 13:00:00+00:00,15.3,11.9,207.0,448.0,0.5,37.216667
2024-12-02 14:00:00+00:00,16.7,13.6,213.0,450.0,0.15,37.425
2024-12-02 15:00:00+00:00,21.1,17.4,237.0,452.0,0.0,37.591667
2024-12-02 16:00:00+00:00,27.0,22.0,280.0,456.0,0.0,37.841663
2024-12-02 17:00:00+00:00,34.6,29.2,333.0,461.0,0.0,37.966663
2024-12-02 18:00:00+00:00,39.5,35.1,357.0,464.0,0.0,38.608334
2024-12-02 19:00:00+00:00,41.9,37.6,409.0,464.0,0.0,39.408333
2024-12-02 20:00:00+00:00,42.5,38.3,368.0,463.0,0.0,39.81667
2024-12-02 21:00:00+00:00,39.9,38.4,346.0,462.0,0.0,40.716667
2024-12-02 22:00:00+00:00,36.4,34.9,330.0,462.0,0.0,42.23333
2024-12-02 23:00:00+00:00,32.3,30.6,301.0,463.0,0.0,43.63334
2024-12-03 00:00:00+00:00,29.5,26.5,268.0,463.0,0.0,45.216667
2024-12-03 01:00:00+00:00,24.9,22.3,251.0,462.0,0.0,46.566673
2024-12-03 02:00:00+00:00,23.8,20.6,241.0,461.0,0.0,47.166664
2024-12-03 03:00:00+00:00,22.9,20.5,232.0,461.0,0.0,47.683327
2024-12-03 04:00:00+00:00,22.4,21.3,232.0,464.0,0.0,48.5
2024-12-03 05:00:00+00:00,24.4,22.3,240.0,467.0,0.0,49.83332
2024-12-03 06:00:00+00:00,29.6,27.1,293.0,469.0,0.0,51.149994
2024-12-03 07:00:00+00:00,28.5,25.5,318.0,466.0,0.05,53.133324
2024-12-03 08:00:00+00:00,28.5,25.6,325.0,461.0,0.2,54.69999
2024-12-03 09:00:00+00:00,28.6,25.2,305.0,457.0,0.45,55.916656
2024-12-03 10:00:00+00:00,26.5,23.0,283.0,455.0,0.75,57.166656
2024-12-03 11:00:00+00:00,24.5,21.6,279.0,453.0,0.75,58.61667
2024-12-03 12:00:00+00:00,22.4,19.8,259.0,453.0,0.55,60.06
2024-12-03 13:00:00+00:00,25.1,20.8,273.0,454.0,0.25,60.34333
2024-12-03 14:00:00+00:00,28.2,24.2,269.0,456.0,0.1,60.639996
2024-12-03 15:00:00+00:00,33.4,28.2,286.0,459.0,0.0,60.99333
2024-12-03 16:00:00+00:00,38.1,33.1,309.0,466.0,0.0,61.353333
2024-12-03 17:00:00+00:00,42.1,38.4,354.0,474.0,0.0,61.72333
2024-12-03 18:00:00+00:00,51.2,45.1,415.0,479.0,0.0,62.03
2024-12-03 19:00:00+00:00,54.1,49.3,470.0,478.0,0.0,62.363335
2024-12-03 20:00:00+00:00,53.2,48.1,456.0,475.0,0.0,62.753334
2024-12-03 21:00:00+00:00,50.0,47.0,434.0,471.0,0.0,63.08
2024-12-03 22:00:00+00:00,45.9,41.5,401.0,469.0,0.0,63.366665
2024-12-03 23:00:00+00:00,41.5,36.8,352.0,466.0,0.0,63.586662
2024-12-04 00:00:00+00:00,33.7,31.4,297.0,465.0,0.0,63.793335
2024-12-04 01:00:00+00:00,30.9,27.5,263.0,464.0,0.0,63.956665
2024-12-04 02:00:00+00:00,27.5,24.1,245.0,465.0,0.0,64.130005
2024-12-04 03:00:00+00:00,24.1,22.7,231.0,465.0,0.0,64.246666
2024-12-04 04:00:00+00:00,22.2,19.9,227.0,467.0,0.0,64.32
2024-12-04 05:00:00+00:00,23.0,20.1,227.0,468.0,0.0,64.27333
2024-12-04 06:00:00+00:00,21.2,20.6,234.0,468.0,0.0,64.2
2024-12-04 07:00:00+00:00,20.8,19.3,249.0,463.0,0.05,63.98333
2024-12-04 08:00:00+00:00,22.4,19.0,256.0,456.0,0.2,63.776665
2024-12-04 09:00:00+00:00,24.0,20.8,264.0,451.0,0.3,63.556667
2024-12-04 10:00:00+00:00,25.5,22.6,248.0,448.0,0.45,63.409996
2024-12-04 11:00:00+00:00,26.2,23.4,254.0,447.0,0.45,63.396664
2024-12-04 12:00:00+00:00,26.0,23.2,243.0,447.0,0.25,63.456665
2024-12-04 13:00:00+00:00,27.4,23.3,240.0,449.0,0.2,63.57
2024-12-04 14:00:00+00:00,27.4,22.0,240.0,453.0,0.1,63.65333
2024-12-04 15:00:00+00:00,26.9,21.2,283.0,457.0,0.0,63.579998
2024-12-04 16:00:00+00:00,29.9,26.3,295.0,460.0,0.0,63.34667
2024-12-04 17:00:00+00:00,31.3,23.2,359.0,463.0,0.0,63.12
2024-12-04 18:00:00+00:00,32.8,26.5,374.0,464.0,0.0,62.613335
2024-12-04 19:00:00+00:00,32.1,29.2,378.0,462.0,0.0,61.993332
2024-12-04 20:00:00+00:00,35.4,32.9,369.0,458.0,0.0,61.323334
2024-12-04 21:00:00+00:00,31.4,27.7,339.0,455.0,0.0,60.81667
2024-12-04 22:00:00+00:00,30.5,25.4,326.0,454.0,0.0,60.173336
2024-12-04 23:00:00+00:00,25.2,23.2,298.0,454.0,0.0,58.18335
2024-12-05 00:00:00+00:00,23.4,21.0,280.0,455.0,0.0,55.91668
2024-12-05 01:00:00+00:00,23.6,21.4,283.0,457.0,0.0,54.183342
2024-12-05 02:00:00+00:00,22.3,18.8,264.0,461.0,0.0,53.16668
2024-12-05 03:00:00+00:00,20.3,17.2,252.0,462.0,0.0,52.283333
2024-12-05 04:00:00+00:00,18.6,15.8,244.0,460.0,0.0,51.36667
2024-12-05 05:00:00+00:00,17.7,14.9,245.0,457.0,0.0,50.683327
2024-12-05 06:00:00+00:00,17.9,14.7,248.0,454.0,0.0,49.816673
2024-12-05 07:00:00+00:00,17.4,14.3,247.0,451.0,0.1,48.833336
2024-12-05 08:00:00+00:00,17.4,13.5,243.0,448.0,0.3,48.0
2024-12-05 09:00:00+00:00,14.6,11.0,216.0,446.0,0.6,47.083336
2024-12-05 10:00:00+00:00,12.1,7.8,201.0,445.0,0.8,45.44999
2024-12-05 11:00:00+00:00,9.8,7.4,196.0,444.0,0.8,42.98333
2024-12-05 12:00:00+00:00,8.8,6.9,180.0,444.0,0.7,40.316658
2024-12-05 13:00:00+00:00,8.9,6.5,187.0,445.0,0.4,38.8
2024-12-05 14:00:00+00:00,11.7,9.7,199.0,447.0,0.15,37.399994
2024-12-05 15:00:00+00:00,17.0,11.9,214.0,449.0,0.0,36.374996
2024-12-05 16:00:00+00:00,24.2,17.4,260.0,451.0,0.0,35.599995
2024-12-05 17:00:00+00:00,31.5,24.3,313.0,453.0,0.0,34.85833
2024-12-05 18:00:00+00:00,37.3,30.9,343.0,455.0,0.0,34.949993
2024-12-05 19:00:00+00:00,41.1,37.9,401.0,456.0,0.0,35.31666
2024-12-05 20:00:00+00:00,44.5,41.2,397.0,457.0,0.0,36.04166
2024-12-05 21:00:00+00:00,43.6,40.6,394.0,457.0,0.0,36.733334
2024-12-05 22:00:00+00:00,42.6,39.8,363.0,457.0,0.0,37.80833
2024-12-05 23:00:00+00:00,33.9,30.2,320.0,456.0,0.0,39.008327
2024-12-06 00:00:00+00:00,23.2,21.7,248.0,455.0,0.0,39.591667
2024-12-06 01:00:00+00:00,18.6,14.3,233.0,454.0,0.0,39.65
2024-12-06 02:00:00+00:00,15.7,12.1,201.0,453.0,0.0,39.05833
2024-12-06 03:00:00+00:00,13.9,10.3,176.0,452.0,0.0,38.5
2024-12-06 04:00:00+00:00,13.2,10.8,177.0,453.0,0.0,37.925
2024-12-06 05:00:00+00:00,12.8,11.8,191.0,455.0,0.0,37.508335
2024-12-06 06:00:00+00:00,16.0,12.6,213.0,456.0,0.0,37.249996
2024-12-06 07:00:00+00:00,15.9,12.2,214.0,456.0,0.05,37.074997
2024-12-06 08:00:00+00:00,13.8,12.0,201.0,454.0,0.2,36.899998
2024-12-06 09:00:00+00:00,12.6,11.0,185.0,453.0,0.4,36.774998
2024-12-06 10:00:00+00:00,7.8,6.7,174.0,451.0,0.65,36.774998
2024-12-06 11:00:00+00:00,10.9,9.6,171.0,450.0,0.45,36.683334
2024-12-06 12:00:00+00:00,11.4,9.7,171.0,450.0,0.1,36.866665
2024-12-06 13:00:00+00:00,13.9,11.7,185.0,454.0,0.2,37.100002
2024-12-06 14:00:00+00:00,14.8,12.5,188.0,460.0,0.15,37.533337
2024-12-06 15:00:00+00:00,15.2,12.5,201.0,464.0,0.0,37.76667
2024-12-06 16:00:00+00:00,18.9,14.2,238.0,463.0,0.0,37.81667
2024-12-06 17:00:00+00:00,22.3,17.6,252.0,460.0,0.0,37.550003
2024-12-06 18:00:00+00:00,23.3,21.0,263.0,457.0,0.0,36.991673
2024-12-06 19:00:00+00:00,23.6,22.1,268.0,455.0,0.0,36.16667
2024-12-06 20:00:00+00:00,21.7,20.2,258.0,453.0,0.0,34.85001
2024-12-06 21:00:00+00:00,18.9,17.5,239.0,451.0,0.0,33.100006
2024-12-06 22:00:00+00:00,15.3,13.6,217.0,448.0,0.0,31.175003
2024-12-06 23:00:00+00:00,13.1,12.0,174.0,445.0,0.0,28.991669
2024-12-07 00:00:00+00:00,9.3,9.1,164.0,443.0,0.0,27.474998
2024-12-07 01:00:00+00:00,7.6,7.0,154.0,442.0,0.0,26.425001
2024-12-07 02:00:00+00:00,7.4,6.5,155.0,441.0,0.0,26.0
2024-12-07 03:00:00+00:00,6.0,4.8,158.0,442.0,0.0,26.800001
2024-12-07 04:00:00+00:00,7.2,5.9,158.0,444.0,0.0,25.599998
2024-12-07 05:00:00+00:00,7.3,6.1,160.0,448.0,0.0,24.8
2024-12-07 06:00:00+00:00,9.3,7.7,169.0,451.0,0.0,24.400002
2024-12-07 07:00:00+00:00,10.4,8.8,185.0,454.0,0.05,23.600002
2024-12-07 08:00:00+00:00,11.6,10.0,182.0,457.0,0.3,23.316668
2024-12-07 09:00:00+00:00,13.6,11.7,175.0,458.0,0.65,23.150002
2024-12-07 10:00:00+00:00,14.6,11.7,178.0,456.0,1.0,23.208336
2024-12-07 11:00:00+00:00,13.5,10.4,169.0,453.0,1.1,23.625002
2024-12-07 12:00:00+00:00,13.8,11.4,175.0,450.0,0.85,23.69167
2024-12-07 13:00:00+00:00,15.7,13.0,183.0,448.0,0.5,23.833334
2024-12-07 14:00:00+00:00,15.5,12.8,175.0,447.0,0.15,23.941668
2024-12-07 15:00:00+00:00,17.3,13.9,185.0,447.0,0.0,23.966667
2024-12-07 16:00:00+00:00,20.0,16.7,220.0,448.0,0.0,24.08333
2024-12-07 17:00:00+00:00,21.4,19.0,235.0,450.0,0.0,24.291664
2024-12-07 18:00:00+00:00,22.8,22.0,236.0,452.0,0.0,24.408333
2024-12-07 19:00:00+00:00,25.2,24.3,239.0,455.0,0.0,24.491663
2024-12-07 20:00:00+00:00,26.5,25.6,239.0,458.0,0.0,24.674997
2024-12-07 21:00:00+00:00,25.6,24.7,238.0,460.0,0.0,25.124998
2024-12-07 22:00:00+00:00,24.1,22.8,232.0,460.0,0.0,25.725
2024-12-07 23:00:00+00:00,20.2,19.2,217.0,460.0,0.0,26.491665
2024-12-08 00:00:00+00:00,20.0,18.2,217.0,459.0,0.0,27.091667
2024-12-08 01:00:00+00:00,21.9,20.2,228.0,459.0,0.0,27.85
2024-12-08 02:00:00+00:00,24.5,22.6,252.0,459.0,0.0,28.950003
2024-12-08 03:00:00+00:00,27.4,25.5,264.0,459.0,0.0,30.29167
2024-12-08 04:00:00+00:00,29.3,27.1,274.0,459.0,0.0,32.01667
2024-12-08 05:00:00+00:00,26.4,24.5,284.0,458.0,0.0,33.783337
2024-12-08 06:00:00+00:00,28.4,26.4,289.0,457.0,0.0,35.31667
2024-12-08 07:00:00+00:00,30.1,27.0,295.0,456.0,0.05,36.875004
2024-12-08 08:00:00+00:00,28.6,26.9,274.0,455.0,0.15,38.39167
2024-12-08 09:00:00+00:00,25.2,23.7,262.0,454.0,0.3,39.800003
2024-12-08 10:00:00+00:00,21.5,20.4,255.0,454.0,0.4,41.600006
2024-12-08 11:00:00+00:00,20.3,18.3,243.0,453.0,0.45,43.050003
2024-12-08 12:00:00+00:00,20.3,18.3,237.0,453.0,0.4,44.36667
2024-12-08 13:00:00+00:00,20.3,17.5,226.0,452.0,0.2,45.516663
2024-12-08 14:00:00+00:00,20.3,17.3,220.0,450.0,0.05,46.266663
2024-12-08 15:00:00+00:00,19.2,17.1,216.0,449.0,0.0,47.016663
2024-12-08 16:00:00+00:00,19.6,17.7,215.0,449.0,0.0,47.549988
2024-12-08 17:00:00+00:00,20.2,18.7,214.0,450.0,0.0,47.716667
2024-12-08 18:00:00+00:00,18.0,17.0,204.0,450.0,0.0,47.666664
2024-12-08 19:00:00+00:00,16.1,15.4,200.0,449.0,0.0,46.833336
2024-12-08 20:00:00+00:00,15.0,14.2,198.0,448.0,0.0,45.350006
2024-12-08 21:00:00+00:00,14.9,12.8,197.0,447.0,0.0,43.449997
2024-12-08 22:00:00+00:00,14.0,12.4,196.0,447.0,0.0,41.466667
2024-12-08 23:00:00+00:00,11.1,10.5,192.0,448.0,0.0,39.866665
2024-12-09 00:00:00+00:00,10.3,9.1,183.0,448.0,0.0,39.141666
2024-12-09 01:00:00+00:00,8.8,7.8,186.0,448.0,0.0,38.38333
2024-12-09 02:00:00+00:00,8.3,7.9,185.0,447.0,0.0,37.35
2024-12-09 03:00:00+00:00,8.3,7.6,193.0,447.0,0.0,36.125
2024-12-09 04:00:00+00:00,9.2,7.8,197.0,449.0,0.0,34.633335
2024-12-09 05:00:00+00:00,9.9,8.3,203.0,451.0,0.0,33.024998
2024-12-09 06:00:00+00:00,10.2,9.0,207.0,453.0,0.0,31.674995
2024-12-09 07:00:00+00:00,11.6,9.6,213.0,453.0,0.05,30.224995
2024-12-09 08:00:00+00:00,12.0,10.2,215.0,453.0,0.1,28.775002
2024-12-09 09:00:00+00:00,12.8,10.9,219.0,453.0,0.2,27.383331
2024-12-09 10:00:00+00:00,14.6,11.7,222.0,453.0,0.25,26.316666
2024-12-09 11:00:00+00:00,13.5,13.1,226.0,453.0,0.25,25.59167
2024-12-09 12:00:00+00:00,13.5,12.3,228.0,453.0,0.5,25.158333
2024-12-09 13:00:00+00:00,14.2,12.5,237.0,454.0,0.25,24.658335
2024-12-09 14:00:00+00:00,14.2,12.5,242.0,455.0,0.05,24.241667
2024-12-09 15:00:00+00:00,15.7,13.7,268.0,457.0,0.0,23.841667
2024-12-09 16:00:00+00:00,18.5,16.3,278.0,459.0,0.0,23.558334
2024-12-09 17:00:00+00:00,24.0,22.2,311.0,461.0,0.0,23.441668
2024-12-09 18:00:00+00:00,28.4,24.1,344.0,463.0,0.0,23.733334
2024-12-09 19:00:00+00:00,31.0,25.8,350.0,464.0,0.0,24.325005
2024-12-09 20:00:00+00:00,30.0,25.1,341.0,464.0,0.0,25.191666
2024-12-09 21:00:00+00:00,28.8,24.9,340.0,465.0,0.0,26.100002
2024-12-09 22:00:00+00:00,26.3,21.4,332.0,466.0,0.0,27.10833
2024-12-09 23:00:00+00:00,20.8,19.3,300.0,468.0,0.0,27.858332
2024-12-10 00:00:00+00:00,21.7,17.6,299.0,469.0,0.0,28.591667
2024-12-10 01:00:00+00:00,22.2,18.8,307.0,468.0,0.0,29.3
2024-12-10 02:00:00+00:00,23.4,19.7,312.0,467.0,0.0,30.216665
2024-12-10 03:00:00+00:00,23.6,20.7,311.0,466.0,0.0,31.199999
2024-12-10 04:00:00+00:00,21.6,19.7,306.0,465.0,0.0,32.291668
2024-12-10 05:00:00+00:00,21.3,20.5,303.0,465.0,0.0,33.283337
2024-12-10 06:00:00+00:00,22.4,21.7,301.0,464.0,0.0,34.300003
2024-12-10 07:00:00+00:00,21.2,20.4,308.0,463.0,0.0,35.358337
2024-12-10 08:00:00+00:00,19.1,18.5,310.0,462.0,0.1,36.258335
2024-12-10 09:00:00+00:00,17.3,16.8,301.0,461.0,0.15,36.95
2024-12-10 10:00:00+00:00,16.5,16.3,296.0,459.0,0.2,37.44167
2024-12-10 11:00:00+00:00,16.2,16.1,285.0,458.0,0.25,37.825
2024-12-10 12:00:00+00:00,15.6,15.5,273.0,457.0,0.15,38.075
2024-12-10 13:00:00+00:00,14.7,13.5,261.0,457.0,0.1,38.341667
2024-12-10 14:00:00+00:00,14.4,12.8,258.0,459.0,0.05,38.425
2024-12-10 15:00:00+00:00,18.1,14.7,269.0,460.0,0.0,38.45
2024-12-10 16:00:00+00:00,23.2,18.4,300.0,462.0,0.0,38.533333
2024-12-10 17:00:00+00:00,26.2,23.7,306.0,464.0,0.0,38.708332
2024-12-10 18:00:00+00:00,30.3,27.7,324.0,466.0,0.0,38.833332
2024-12-10 19:00:00+00:00,35.4,32.7,344.0,466.0,0.0,39.133335
2024-12-10 20:00:00+00:00,37.9,36.2,387.0,465.0,0.0,39.708332
2024-12-10 21:00:00+00:00,40.9,38.5,423.0,465.0,0.0,41.26667
2024-12-10 22:00:00+00:00,40.8,39.0,422.0,467.0,0.0,43.533333
2024-12-10 23:00:00+00:00,30.8,28.4,368.0,471.0,0.0,46.466675
2024-12-11 00:00:00+00:00,32.7,29.7,371.0,474.0,0.0,47.983345
2024-12-11 01:00:00+00:00,31.3,29.5,375.0,475.0,0.0,50.000008
2024-12-11 02:00:00+00:00,29.3,27.3,352.0,476.0,0.0,51.783348
2024-12-11 03:00:00+00:00,27.6,25.4,329.0,477.0,0.0,53.05001
2024-12-11 04:00:00+00:00,26.1,23.3,309.0,479.0,0.0,53.833344
2024-12-11 05:00:00+00:00,26.1,23.0,308.0,481.0,0.0,54.433342
2024-12-11 06:00:00+00:00,26.8,25.9,322.0,481.0,0.0,54.85
2024-12-11 07:00:00+00:00,26.0,25.4,339.0,478.0,0.05,55.549995
2024-12-11 08:00:00+00:00,25.0,24.3,334.0,474.0,0.1,56.38334
2024-12-11 09:00:00+00:00,22.5,21.6,317.0,470.0,0.15,57.35
2024-12-11 10:00:00+00:00,19.2,18.2,284.0,466.0,0.2,58.149994
2024-12-11 11:00:00+00:00,17.2,16.4,263.0,463.0,0.2,58.466652
2024-12-11 12:00:00+00:00,16.9,15.5,252.0,460.0,0.15,58.516663
2024-12-11 13:00:00+00:00,19.8,18.0,249.0,458.0,0.1,58.516663
2024-12-11 14:00:00+00:00,24.3,20.9,257.0,456.0,0.05,59.266663
2024-12-11 15:00:00+00:00,28.4,23.5,271.0,455.0,0.0,60.123333
2024-12-11 16:00:00+00:00,29.6,24.3,288.0,455.0,0.0,60.416664
2024-12-11 17:00:00+00:00,34.0,29.5,304.0,456.0,0.0,60.61333
2024-12-11 18:00:00+00:00,36.6,31.5,321.0,456.0,0.0,60.806664
2024-12-11 19:00:00+00:00,35.8,33.2,326.0,455.0,0.0,60.933334
2024-12-11 20:00:00+00:00,35.1,32.9,307.0,454.0,0.0,60.949997
2024-12-11 21:00:00+00:00,34.7,32.6,298.0,453.0,0.0,60.84
2024-12-11 22:00:00+00:00,33.8,31.8,288.0,453.0,0.0,60.643333
2024-12-11 23:00:00+00:00,30.7,28.8,269.0,454.0,0.0,60.40333
2024-12-12 00:00:00+00:00,25.0,22.7,255.0,455.0,0.0,60.416664
2024-12-12 01:00:00+00:00,25.3,23.1,243.0,456.0,0.0,60.18333
2024-12-12 02:00:00+00:00,25.7,21.5,233.0,458.0,0.0,59.85
2024-12-12 03:00:00+00:00,26.6,22.2,225.0,460.0,0.0,58.88333
2024-12-12 04:00:00+00:00,24.3,21.9,232.0,465.0,0.0,58.35
2024-12-12 05:00:00+00:00,26.8,23.5,255.0,471.0,0.0,58.11667
2024-12-12 06:00:00+00:00,30.3,27.2,287.0,474.0,0.0,58.200005
2024-12-12 07:00:00+00:00,31.0,27.5,300.0,472.0,0.05,58.416664
2024-12-12 08:00:00+00:00,29.9,27.2,286.0,466.0,0.15,58.76667
2024-12-12 09:00:00+00:00,24.4,23.0,267.0,461.0,0.3,59.25
